days,vnindex,vn30index,tbill
4/10/2018,1023.62,993.61,4.073
3/10/2018,1020.4,990.6,4.073
2/10/2018,1018.79,987.88,4.134
1/10/2018,1012.88,990.41,4.134
28/9/2018,1017.13,994.73,4.202
27/9/2018,1015.37,989.45,4.035
26/9/2018,1009.61,984.39,4.036
25/9/2018,1010.74,985.11,4.098
24/9/2018,1011.29,985.59,4.038
21/9/2018,1002.97,974.43,4.123
20/9/2018,1004.74,971.18,4.089
19/9/2018,995.54,962.7,4.082
18/9/2018,993.49,959.75,4.082
17/9/2018,987.61,953.79,3.972
14/9/2018,991.34,960.33,3.902
13/9/2018,987.95,957.17,4.106
12/9/2018,987.01,958.67,4.14
11/9/2018,985.06,958.91,4.282
10/9/2018,970.34,943.31,4.407
7/9/2018,968.9,945.59,4.407
6/9/2018,958.19,932.12,4.379
5/9/2018,968.44,941,4.291
4/9/2018,975.94,951.14,4.282
31/8/2018,989.54,969.23,4.228
30/8/2018,998.07,975.43,4.163
29/8/2018,988.17,964.99,4.24
28/8/2018,995.19,971.01,4.23
27/8/2018,991.92,966.55,4.219
24/8/2018,987.05,960.42,4.168
23/8/2018,987.36,960.94,4.1
22/8/2018,982.15,959.63,4.093
21/8/2018,979.21,955.27,4.093
20/8/2018,969.62,945.65,4.207
17/8/2018,968.88,949.23,4.251
16/8/2018,964.28,950.18,4.223
15/8/2018,961.37,947.82,4.117
14/8/2018,978.27,965.6,4.078
13/8/2018,978.04,960.02,4.043
10/8/2018,968.47,948.32,4.067
9/8/2018,963.5,943.91,4.067
8/8/2018,966.27,945.89,4.003
7/8/2018,956.79,936.92,4.042
6/8/2018,960.23,939.84,4
3/8/2018,959.6,941.12,4.328
2/8/2018,953.55,937.86,3.744
1/8/2018,952.77,939.31,3.789
31/7/2018,956.39,944.38,3.421
30/7/2018,949.73,939.6,3.543
27/7/2018,935.52,927.19,2.932
26/7/2018,930.16,921.33,2.95
25/7/2018,927.58,915.68,3.124
24/7/2018,934.08,923.53,3.154
23/7/2018,936.74,931.31,3.031
20/7/2018,933.39,926.5,2.77
19/7/2018,943.97,941.09,2.449
18/7/2018,942.39,935.42,2.451
17/7/2018,921.27,915.53,2.373
16/7/2018,911.11,904.18,2.336
13/7/2018,909.72,899.45,2.336
12/7/2018,898.51,883.87,2.36
11/7/2018,893.16,881.14,2.348
10/7/2018,911.12,897.96,2.32
9/7/2018,915.12,898.73,2.321
6/7/2018,917.51,905.62,2.338
5/7/2018,899.4,883.77,2.326
4/7/2018,914.99,900.89,2.298
3/7/2018,906.01,891.97,2.276
2/7/2018,947.15,930.12,2.276
29/6/2018,960.78,947.55,2.222
28/6/2018,957.35,947.03,2.23
27/6/2018,968.91,961.29,2.217
26/6/2018,983.02,973.9,2.209
25/6/2018,990.52,982.09,2.208
22/6/2018,983.17,973.05,2.19
21/6/2018,969.4,955.75,2.199
20/6/2018,980.95,966.86,2.227
19/6/2018,962.16,945.11,2.247
18/6/2018,987.34,970.35,2.302
15/6/2018,1016.51,1005.04,2.292
14/6/2018,1015.72,1004.31,2.288
13/6/2018,1030.53,1018.59,2.313
12/6/2018,1020.76,1008.76,2.319
11/6/2018,1039.02,1024.85,2.301
8/6/2018,1039.01,1025.87,2.319
7/6/2018,1036.69,1026.75,2.302
6/6/2018,1034.5,1022.72,2.316
5/6/2018,1022.74,1007.32,2.315
4/6/2018,1013.78,996.67,2.414
1/6/2018,992.87,969.15,2.431
31/5/2018,971.25,947.31,2.432
30/5/2018,948.5,918.64,2.335
29/5/2018,952.18,924.9,2.277
28/5/2018,931.75,898,2.281
25/5/2018,963.9,936.32,2.301
24/5/2018,985.92,960.55,2.326
23/5/2018,988.94,968.54,2.254
22/5/2018,985.91,958.95,2.256
21/5/2018,1014.98,997.21,2.255
18/5/2018,1040.54,1022.21,2.27
17/5/2018,1030.64,1007.09,2.256
16/5/2018,1054.62,1034.3,2.29
15/5/2018,1073.5,1055.49,2.229
14/5/2018,1066.98,1051.45,2.238
11/5/2018,1044.85,1030.79,2.233
10/5/2018,1028.87,1019.69,2.23
9/5/2018,1056.97,1046.39,2.256
8/5/2018,1060.45,1047.83,2.32
7/5/2018,1062.26,1048.03,2.328
4/5/2018,1026.8,1010.89,2.352
3/5/2018,1026.46,1010.35,2.483
2/5/2018,1029.08,1012.84,2.605
27/4/2018,1050.26,1027.97,2.554
26/4/2018,1044.86,1018.97,2.403
24/4/2018,1080.74,1053.99,2.401
23/4/2018,1076.78,1055.37,2.29
20/4/2018,1119.86,1089.45,2.272
19/4/2018,1094.63,1066.09,2.245
18/4/2018,1138.53,1115.7,2.216
17/4/2018,1153.28,1130.32,2.225
16/4/2018,1148.49,1128.03,2.138
13/4/2018,1157.14,1134.21,2.115
12/4/2018,1173.02,1143.5,2.143
11/4/2018,1167.11,1137.2,2.182
10/4/2018,1198.12,1168.06,2.267
9/4/2018,1204.33,1177.68,2.313
6/4/2018,1199.96,1174.37,2.314
5/4/2018,1193.17,1169.12,2.348
4/4/2018,1191.54,1165.75,2.317
3/4/2018,1188.29,1160.97,2.341
2/4/2018,1196.61,1171.21,2.359
30/3/2018,1174.46,1153.08,2.34
29/3/2018,1167.03,1144.74,2.48
28/3/2018,1172.24,1151.09,2.281
27/3/2018,1171.73,1150.3,2.282
26/3/2018,1171.22,1146.73,2.275
23/3/2018,1153.59,1128.93,2.279
22/3/2018,1172.36,1144.58,2.313
21/3/2018,1169.36,1147.26,2.326
20/3/2018,1159.39,1134.19,2.327
19/3/2018,1159.22,1130.26,2.315
16/3/2018,1150.19,1112.93,2.363
15/3/2018,1138.76,1110.26,2.401
14/3/2018,1138.09,1115,2.415
13/3/2018,1133.31,1111.38,2.466
12/3/2018,1126.29,1106.97,2.472
9/3/2018,1123.41,1106.54,2.469
8/3/2018,1124.15,1105.03,2.403
7/3/2018,1112.26,1092.17,2.35
6/3/2018,1120.29,1103.31,2.343
5/3/2018,1093.48,1080.83,2.367
2/3/2018,1121.21,1106.92,2.353
1/3/2018,1115.79,1105.84,2.493
28/2/2018,1121.54,1108.23,2.538
27/2/2018,1119.61,1106.09,2.54
26/2/2018,1114.53,1099.71,2.587
23/2/2018,1102.85,1089.96,2.503
22/2/2018,1076.03,1064.28,2.762
21/2/2018,1087.15,1075.47,2.856
13/2/2018,1059.73,1054.09,2.854
12/2/2018,1041.79,1034.76,2.836
9/2/2018,1003.94,996.77,2.918
8/2/2018,1023.25,1013.56,3.035
7/2/2018,1040.55,1030.91,2.95
6/2/2018,1011.6,1007.72,2.962
5/2/2018,1048.71,1035.02,2.848
2/2/2018,1105.04,1090.4,2.723
1/2/2018,1099.67,1086.9,2.986
31/1/2018,1110.36,1095.9,2.897
30/1/2018,1110.56,1099.16,2.979
29/1/2018,1109.8,1096.78,2.917
26/1/2018,1115.64,1104.42,2.894
25/1/2018,1104.57,1095.52,3.05
22/1/2018,1087.42,1082.71,3.279
19/1/2018,1062.07,1053.47,3.315
18/1/2018,1050.25,1048.56,3.188
17/1/2018,1034.69,1030,3.403
16/1/2018,1062.96,1061.78,3.419
15/1/2018,1063.47,1063.11,3.493
12/1/2018,1050.11,1049.86,3.42
11/1/2018,1048.17,1047.2,3.361
10/1/2018,1038.11,1039.7,3.453
9/1/2018,1033.56,1039.64,3.512
8/1/2018,1022.9,1023.5,3.595
5/1/2018,1012.65,1007.73,3.596
4/1/2018,1019.75,1014.15,3.6
3/1/2018,1005.67,1004.66,3.627
2/1/2018,995.77,992.72,3.645
29/12/2017,984.24,975.52,3.665
28/12/2017,976.72,966.91,3.686
27/12/2017,968.46,958.02,3.524
26/12/2017,965.93,955.73,3.548
25/12/2017,958.31,949.28,3.183
22/12/2017,952.32,945.88,3.227
21/12/2017,946.06,936.53,3.275
20/12/2017,953.51,948.78,3.4
19/12/2017,951.42,947.62,3.551
18/12/2017,958.06,950.81,3.561
15/12/2017,935.16,926.7,3.654
14/12/2017,935.85,928.21,3.693
13/12/2017,924.4,913.33,3.774
12/12/2017,927.25,914.82,3.883
11/12/2017,917.45,908.29,3.924
8/12/2017,940.16,930.25,3.942
7/12/2017,938.65,928.74,3.951
6/12/2017,947.64,939.06,3.999
5/12/2017,953.3,944.07,3.992
4/12/2017,970.02,966.44,3.988
1/12/2017,960.33,952.46,3.962
30/11/2017,949.93,943.05,3.955
29/11/2017,952.14,946.55,3.974
28/11/2017,941.21,935.74,4.001
27/11/2017,938.61,930.9,4.001
24/11/2017,935.57,926.21,4.05
23/11/2017,933.7,922.92,4.065
22/11/2017,932.66,922.18,4.065
21/11/2017,918.3,910.54,4.065
20/11/2017,903.55,899.31,4.023
17/11/2017,890.69,887.41,4.023
16/11/2017,892.8,890.01,4.023
15/11/2017,882.59,877.58,4.005
14/11/2017,880.9,871.08,3.971
13/11/2017,879.34,868.11,3.971
10/11/2017,868.21,858.55,3.869
9/11/2017,860.4,853.05,3.869
8/11/2017,859.7,853.57,3.796
7/11/2017,850.33,846.03,3.796
6/11/2017,849.09,844.73,3.765
3/11/2017,843.73,840.04,3.765
2/11/2017,833.09,827.66,3.815
1/11/2017,842.71,835.38,3.792
31/10/2017,837.28,831.62,3.784
30/10/2017,845.2,837.52,3.784
27/10/2017,840.37,834.91,3.768
26/10/2017,830.11,822.53,3.768
25/10/2017,830.69,821.45,3.768
24/10/2017,825.24,815.24,3.768
23/10/2017,820.04,809.36,3.733
20/10/2017,826.84,813.99,3.733
19/10/2017,828.93,817.39,3.728
18/10/2017,827.72,816.84,3.724
17/10/2017,828.29,818.48,3.665
16/10/2017,819.43,811.85,3.665
13/10/2017,820.95,815.47,3.661
12/10/2017,815.87,809.6,3.661
11/10/2017,813.95,806.83,3.647
10/10/2017,810.65,805.3,3.653
9/10/2017,808.96,801.49,3.81
6/10/2017,807.8,800.42,3.856
5/10/2017,805.23,797.42,3.871
4/10/2017,805.66,795.76,3.871
3/10/2017,798,787.02,3.894
2/10/2017,802.23,790.7,3.942
29/9/2017,804.42,792.72,3.946
28/9/2017,804.82,790.75,3.951
27/9/2017,803.77,788.31,3.952
26/9/2017,805.35,791.05,3.952
25/9/2017,805.58,789.89,3.952
22/9/2017,807.13,789.7,3.952
21/9/2017,803.93,786.41,3.958
20/9/2017,805.86,790.48,3.956
19/9/2017,805.93,792.68,3.975
18/9/2017,807.87,793.7,3.949
15/9/2017,805.82,789.49,3.957
14/9/2017,806.32,789.41,3.938
13/9/2017,802.78,786.43,3.938
12/9/2017,799.94,782.54,3.938
11/9/2017,797.47,779.58,3.99
8/9/2017,801.2,784.74,3.978
7/9/2017,796.72,779.2,3.945
6/9/2017,793.55,776.97,3.921
5/9/2017,792.31,777.02,4.024
1/9/2017,788.73,774.06,4.043
31/8/2017,782.76,770.08,3.96
30/8/2017,778.65,764.57,3.955
29/8/2017,774.03,754.59,3.955
28/8/2017,777.26,758.02,4.064
25/8/2017,771.63,751.14,3.908
24/8/2017,769.77,747.72,3.839
23/8/2017,765.98,743.1,3.745
22/8/2017,761.26,738.2,3.667
21/8/2017,768.79,743.66,3.639
18/8/2017,768.97,744.3,3.328
17/8/2017,767.59,743.2,3.259
16/8/2017,773.57,749.37,3.192
15/8/2017,771.06,746.07,3.204
14/8/2017,776.17,751.39,3.214
11/8/2017,772.08,744.99,3.173
10/8/2017,773.43,743.42,3.172
9/8/2017,773.66,741.36,3.175
8/8/2017,791.57,758.42,3.147
7/8/2017,792.98,763.08,3.137
4/8/2017,788.68,761.44,3.1
3/8/2017,788.49,757.88,3.1
2/8/2017,786.23,756.04,3.1
1/8/2017,786.81,758.36,3.1
31/7/2017,783.55,756.24,3.128
28/7/2017,777.09,749.86,3.119
27/7/2017,771.5,743.7,3.127
26/7/2017,773.88,745.79,3.123
25/7/2017,767.27,737.93,3.134
24/7/2017,759.74,729.54,3.134
21/7/2017,761.86,728.47,3.132
20/7/2017,768.41,736.64,3.132
19/7/2017,771.3,737.77,3.112
18/7/2017,767.49,741.32,3.117
17/7/2017,768.91,745.59,3.208
14/7/2017,777.6,759.97,3.392
13/7/2017,778.3,761.36,3.359
12/7/2017,774.17,757.57,3.353
11/7/2017,769.36,752.75,3.402
10/7/2017,766.56,750.79,3.464
7/7/2017,775.73,761.61,3.544
6/7/2017,782.65,770.58,3.556
5/7/2017,778.32,765.87,3.565
4/7/2017,775.54,763.92,3.565
3/7/2017,778.88,765.8,3.565
30/6/2017,776.47,765.41,3.577
29/6/2017,771.75,761.21,3.573
28/6/2017,769.04,757.1,3.548
27/6/2017,767.51,755.07,3.548
26/6/2017,772.52,760.8,3.548
23/6/2017,769.01,758.24,3.509
22/6/2017,766.3,757.94,3.503
21/6/2017,767.41,759.84,3.503
20/6/2017,767.99,759.67,3.507
19/6/2017,766.83,757.5,3.518
16/6/2017,761.24,750.07,3.509
15/6/2017,760.57,746.59,3.521
14/6/2017,760.77,745.53,3.531
13/6/2017,756.89,741.39,3.541
12/6/2017,751.09,736.86,3.554
9/6/2017,749.72,740.2,3.565
8/6/2017,750.13,737.52,3.618
7/6/2017,753.46,737.18,3.62
6/6/2017,751.31,732.69,3.664
5/6/2017,743.49,721.74,3.675
2/6/2017,738.81,718.33,3.74
1/6/2017,741.8,719.76,3.726
31/5/2017,737.82,713.43,3.522
30/5/2017,738.21,711.48,3.331
29/5/2017,746.25,722.26,3.226
26/5/2017,743.41,718.87,3.418
25/5/2017,741.91,716.4,3.467
24/5/2017,742.74,718.28,3.7
23/5/2017,740.93,708.62,3.882
22/5/2017,744.1,710.86,3.897
19/5/2017,733.82,702.03,3.949
18/5/2017,726.99,695.3,3.885
17/5/2017,727.2,696.37,3.971
16/5/2017,725.03,692.91,4.023
15/5/2017,725.35,695.22,4.039
12/5/2017,725.37,690.84,4.084
11/5/2017,724.99,691.02,4.083
10/5/2017,724.31,690.53,4.095
9/5/2017,722.11,688.08,4.094
8/5/2017,718.86,681.11,4.11
5/5/2017,720,684.17,4.11
4/5/2017,722.02,686.29,4.11
3/5/2017,719.54,684.99,4.105
28/4/2017,717.73,680.49,4.101
27/4/2017,716.53,681.36,4.101
26/4/2017,710.04,673.53,4.036
25/4/2017,707.58,668.58,4.01
24/4/2017,709.39,667.08,3.933
21/4/2017,712.41,672.6,3.933
20/4/2017,712.66,674.3,3.918
19/4/2017,716.77,679.69,3.877
18/4/2017,714.93,675.71,3.899
17/4/2017,710.83,669.31,3.873
14/4/2017,718.45,678.45,3.89
13/4/2017,724.35,687.72,3.898
12/4/2017,725.58,692.4,3.877
11/4/2017,731.33,697.93,3.943
10/4/2017,729.87,696.72,3.932
7/4/2017,727.95,697.62,3.954
5/4/2017,723.22,691.07,3.955
4/4/2017,724.14,699.07,4.058
3/4/2017,722.38,696.73,4.059
31/3/2017,722.31,693.22,4.017
30/3/2017,723.86,692.5,4.094
29/3/2017,720.47,689.91,4.094
28/3/2017,719.26,688.31,4.094
27/3/2017,723.52,693.49,4.094
24/3/2017,722.14,691.76,4.094
23/3/2017,719.56,689.32,4.026
22/3/2017,712.94,677.96,4.008
21/3/2017,716.18,679.69,4.008
20/3/2017,715.07,676.02,4.004
17/3/2017,710.54,668.35,3.925
16/3/2017,714.92,668.07,3.936
15/3/2017,713.14,663.57,4.039
14/3/2017,714.71,665.46,4.013
13/3/2017,710.17,662.67,3.962
10/3/2017,712.21,663.49,3.937
9/3/2017,715.8,664.3,3.935
8/3/2017,716.6,662.48,3.886
7/3/2017,716.54,659.9,3.886
6/3/2017,716.29,658.61,3.886
3/3/2017,712.62,656.77,3.884
2/3/2017,707.51,653.76,3.884
1/3/2017,709.52,655.99,3.891
28/2/2017,710.79,657.95,3.859
27/2/2017,717.44,666.22,3.833
24/2/2017,714.47,661.81,3.83
23/2/2017,716.87,667.42,3.847
22/2/2017,717.24,668.61,3.888
21/2/2017,716.55,671.52,3.958
20/2/2017,710.59,667.56,3.976
17/2/2017,707.83,668.1,3.962
16/2/2017,709.35,667.72,3.778
15/2/2017,711.57,669.08,3.695
14/2/2017,706.26,663.43,3.594
13/2/2017,705.9,662.68,3.565
10/2/2017,703.78,658.78,3.675
9/2/2017,700.65,658.83,3.681
8/2/2017,702.04,657.97,3.83
7/2/2017,701.91,656.48,3.83
6/2/2017,700.04,654.03,4.028
3/2/2017,700.35,651.18,4.125
2/2/2017,703.18,652.98,4.153
25/1/2017,697.28,644.79,4.026
24/1/2017,691.36,639.32,4.022
23/1/2017,687.15,635.42,4.159
20/1/2017,686.26,634.28,4.159
19/1/2017,682.31,631,4.159
18/1/2017,683.28,633.1,4.167
17/1/2017,684.71,637.54,4.157
16/1/2017,677.94,632.7,4.148
13/1/2017,685.06,640.07,4.123
12/1/2017,686.96,642.25,4.132
11/1/2017,687.16,643.39,4.173
10/1/2017,681.07,639.36,4.216
9/1/2017,682.57,638.4,4.234
6/1/2017,679.8,636.34,4.234
5/1/2017,675.81,634.83,4.277
4/1/2017,674.7,632.7,4.312
3/1/2017,672.01,633.89,4.351
30/12/2016,664.87,628.21,4.106
29/12/2016,664.72,626.95,4.264
28/12/2016,663.5,624.83,4.275
27/12/2016,663.86,623.46,4.438
26/12/2016,662.45,621.73,4.342
23/12/2016,664.37,620.75,4.596
22/12/2016,664.15,618.35,4.59
21/12/2016,666.94,618.43,4.611
20/12/2016,662.66,616.74,4.607
19/12/2016,674.33,623.85,4.597
16/12/2016,675.16,621.04,4.559
15/12/2016,665.92,613.25,4.48
14/12/2016,665.14,615.26,4.241
13/12/2016,654.66,606.71,4.192
12/12/2016,659.7,612.83,4.097
9/12/2016,663.07,619.64,4.002
8/12/2016,658.89,619.45,3.975
7/12/2016,653.53,615,3.975
6/12/2016,651.49,616.26,3.941
5/12/2016,660.21,625.32,3.932
2/12/2016,665.14,629.64,3.94
1/12/2016,666.54,631.55,3.934
30/11/2016,665.07,631.89,3.934
29/11/2016,658.26,625.78,3.952
28/11/2016,665.29,630.62,3.91
25/11/2016,675.87,643.38,3.91
24/11/2016,678.18,647.47,3.91
23/11/2016,683.16,647.59,3.841
22/11/2016,681.91,643.76,3.849
21/11/2016,674.29,638.87,4.119
18/11/2016,673.25,634.35,4.119
17/11/2016,674.57,636.02,4.063
16/11/2016,674.6,638.72,3.987
15/11/2016,674.26,637.51,3.755
14/11/2016,673.05,634.13,3.839
11/11/2016,679.2,642,3.797
10/11/2016,678.17,641.9,3.763
9/11/2016,670.26,635.42,3.763
8/11/2016,676.46,642.01,3.716
7/11/2016,674.14,639.91,3.554
4/11/2016,666.73,632.54,3.554
3/11/2016,667.63,632.81,3.548
2/11/2016,671.4,636.54,3.489
1/11/2016,676.6,643.05,3.489
31/10/2016,675.8,644.22,3.318
28/10/2016,682.25,649.27,3.36
27/10/2016,676.9,644.18,3.36
26/10/2016,673.61,641.81,3.353
25/10/2016,676.18,644.91,3.335
24/10/2016,678.02,648.29,3.301
21/10/2016,684.83,655.17,3.306
20/10/2016,686.39,657.15,3.376
19/10/2016,688.89,659.39,3.394
18/10/2016,682.02,653.32,3.405
17/10/2016,680.95,650.46,3.393
14/10/2016,687,657.59,3.37
13/10/2016,685.23,658.29,3.334
12/10/2016,682.45,653.25,3.295
11/10/2016,682.36,654.88,3.315
10/10/2016,674.19,647.25,3.317
7/10/2016,683.95,657.54,3.32
6/10/2016,687.32,663.12,3.304
5/10/2016,687.04,663.95,3.319
4/10/2016,684.2,661.89,3.283
3/10/2016,683.05,662.42,3.312
30/9/2016,685.73,668.44,3.27
29/9/2016,688.55,670.3,3.271
28/9/2016,686.72,669.17,3.316
27/9/2016,684.89,671.21,3.365
26/9/2016,677.04,666.1,3.465
23/9/2016,674.09,664.31,3.577
22/9/2016,671.38,662.31,3.639
21/9/2016,668.48,657.44,3.643
20/9/2016,663.37,653.66,3.686
19/9/2016,657.89,648.83,3.688
16/9/2016,651.31,639.37,3.723
15/9/2016,656.18,645.02,3.744
14/9/2016,656.64,646.93,3.744
13/9/2016,659.72,651.8,3.773
12/9/2016,659.76,651.63,3.795
9/9/2016,666.88,658.66,3.802
8/9/2016,666.07,659.25,3.815
7/9/2016,661.28,654.79,3.855
6/9/2016,663.9,656.02,3.868
5/9/2016,664.55,655.08,3.922
1/9/2016,669.19,659.09,3.932
31/8/2016,674.63,665.25,3.806
30/8/2016,672.67,661.2,3.808
29/8/2016,669.44,656.23,3.815
26/8/2016,667.75,656.71,3.778
25/8/2016,658.5,649.06,3.781
24/8/2016,660.77,650.95,3.819
23/8/2016,659.16,650.92,3.881
22/8/2016,657.68,647.46,4.057
19/8/2016,662.28,654.42,4.057
18/8/2016,660.65,652.87,4.082
17/8/2016,660.51,650.82,4.105
16/8/2016,658.11,646.44,4.136
15/8/2016,659.47,645.66,4.163
12/8/2016,655.71,641.11,4.197
11/8/2016,660.24,645.1,4.225
10/8/2016,648.33,632.86,4.225
9/8/2016,637.34,621.43,4.228
8/8/2016,629.46,614.65,4.229
5/8/2016,627.39,615.06,4.232
4/8/2016,631.94,617.41,4.234
3/8/2016,631.61,619.8,4.24
2/8/2016,636.05,623.16,4.24
1/8/2016,648.38,635.41,4.231
29/7/2016,652.23,639.17,4.193
28/7/2016,657.14,644.33,4.186
27/7/2016,656.11,639.63,4.199
26/7/2016,648.59,634.68,4.194
25/7/2016,649.3,633.21,4.196
22/7/2016,649.87,634.34,4.211
21/7/2016,659.57,643.16,4.216
20/7/2016,660.26,645.15,4.217
19/7/2016,667.76,654.17,4.227
15/7/2016,664.56,653.63,4.227
14/7/2016,666.69,651.14,4.227
13/7/2016,675.12,656.89,4.253
12/7/2016,658.9,641.58,4.254
11/7/2016,652.26,636.02,4.284
8/7/2016,658.68,643.56,4.295
7/7/2016,661.12,644.52,4.282
6/7/2016,649.46,636.18,4.221
5/7/2016,650.88,636.27,4.221
4/7/2016,647.96,633.57,4.222
1/7/2016,640.3,626.34,4.229
30/6/2016,632.26,621.79,4.266
29/6/2016,630.12,621.39,4.281
28/6/2016,622.2,614.31,4.28
27/6/2016,621.27,614.42,4.281
24/6/2016,620.77,612.69,4.244
23/6/2016,632.27,626.5,4.218
22/6/2016,626.41,624.18,4.212
21/6/2016,628,626.97,4.21
20/6/2016,626.46,624.19,4.219
17/6/2016,619.25,615.75,4.253
16/6/2016,625.11,622.54,4.261
15/6/2016,627.02,624.19,4.246
14/6/2016,625.43,625.36,4.255
13/6/2016,623.58,621.75,4.249
10/6/2016,629.84,629.27,4.274
9/6/2016,631.26,630.66,4.297
8/6/2016,627.87,630.09,4.327
7/6/2016,624.65,624.01,4.44
6/6/2016,620.05,618.88,4.44
3/6/2016,621.88,621.05,4.432
2/6/2016,623.37,621.18,4.315
1/6/2016,619.86,619.38,4.306
31/5/2016,618.44,617.52,4.317
30/5/2016,614.5,616.73,4.359
27/5/2016,608.11,611,4.373
26/5/2016,604.34,607.16,4.377
25/5/2016,611.89,612.74,4.386
24/5/2016,611.62,614.62,4.369
23/5/2016,611.03,614.45,4.369
20/5/2016,614.81,616.4,4.348
19/5/2016,619.2,621.13,4.541
18/5/2016,622.45,623.92,4.643
17/5/2016,624.75,622.93,4.683
16/5/2016,615.78,615.17,4.732
13/5/2016,610.82,609.97,4.79
12/5/2016,612.12,612.04,4.865
11/5/2016,614.06,611.96,4.868
10/5/2016,605.05,604.56,4.875
9/5/2016,603.85,604.24,4.875
6/5/2016,606.52,607.55,4.875
5/5/2016,601.51,604.69,4.874
4/5/2016,599.07,602.57,4.876
29/4/2016,598.37,601.25,4.86
28/4/2016,591.67,595.63,4.866
27/4/2016,593.96,597.43,4.87
26/4/2016,598.48,601.27,4.877
25/4/2016,591.58,594.16,4.877
22/4/2016,592.48,595.38,4.873
21/4/2016,575.73,582.76,4.856
20/4/2016,568.03,575.35,4.854
19/4/2016,568.28,575.06,4.854
15/4/2016,579.86,584.47,4.858
14/4/2016,579.49,586.21,4.876
13/4/2016,578.02,584.63,4.886
12/4/2016,579.84,587.47,4.886
11/4/2016,579.27,586.78,4.887
8/4/2016,572.34,578.97,4.877
7/4/2016,571.6,579.28,4.869
6/4/2016,567.79,576.4,4.859
5/4/2016,560.32,570.43,4.855
4/4/2016,555.82,565.71,4.855
1/4/2016,558.43,568.27,4.848
31/3/2016,561.22,571.69,4.81
30/3/2016,569.91,577.11,4.822
29/3/2016,568.28,575.16,4.822
28/3/2016,575.72,582.37,4.816
25/3/2016,572.08,578.24,4.815
24/3/2016,570.66,577.31,4.808
23/3/2016,574.71,580.6,4.811
22/3/2016,570.91,577.97,4.797
21/3/2016,572.27,579.95,4.829
18/3/2016,575.82,581.95,4.835
17/3/2016,579.26,586.47,4.835
16/3/2016,577.07,583.79,4.871
15/3/2016,574.04,583.02,4.871
14/3/2016,577.98,587.09,4.91
11/3/2016,577.26,583.89,4.909
10/3/2016,575.91,583.77,4.909
9/3/2016,571.71,581.25,4.898
8/3/2016,574.71,582.54,4.917
7/3/2016,576.2,582.6,4.911
4/3/2016,573.65,580.94,4.846
3/3/2016,570.39,579.11,4.846
2/3/2016,570.18,579.17,4.846
1/3/2016,561.56,572.99,4.835
29/2/2016,559.37,570.66,4.812
26/2/2016,566.11,577.71,4.808
25/2/2016,562.82,573.02,4.803
24/2/2016,568.04,578.87,4.811
23/2/2016,561.28,573.78,4.811
22/2/2016,560.71,574.37,4.825
19/2/2016,554.03,567.51,4.847
18/2/2016,552.49,566.85,4.936
17/2/2016,547.05,561.1,5.006
16/2/2016,548.05,562.32,5.116
15/2/2016,543.79,559.19,5.116
5/2/2016,544.75,563.97,5.125
4/2/2016,542.15,561.22,5.135
3/2/2016,539.07,556.53,5.078
2/2/2016,536.45,555.09,5.078
1/2/2016,540.56,557.98,5.073
29/1/2016,545.25,561.61,4.965
28/1/2016,539.47,556.86,4.963
27/1/2016,542.69,558.98,4.966
26/1/2016,537.73,554.52,4.963
25/1/2016,542.35,562.19,4.952
22/1/2016,522.24,539.37,4.968
21/1/2016,521.88,538.53,4.976
20/1/2016,529.44,544.24,4.976
19/1/2016,535.77,550.29,4.976
18/1/2016,526.37,541.18,4.973
15/1/2016,543.04,555.76,4.978
14/1/2016,553.03,569.17,4.98
13/1/2016,560.37,578.63,4.983
12/1/2016,564.26,582.39,4.991
11/1/2016,557.87,573.72,4.975
8/1/2016,560.05,575.96,4.972
7/1/2016,565.36,582.3,4.96
6/1/2016,574.57,589.97,4.952
5/1/2016,569.94,583.62,4.947
4/1/2016,574.41,589.91,4.914
31/12/2015,579.03,595.57,4.88
30/12/2015,579.45,594.8,4.88
29/12/2015,576.29,589.43,4.873
28/12/2015,569.9,583.16,4.875
25/12/2015,567.67,579.32,4.878
24/12/2015,566.17,576.71,4.888
23/12/2015,564.27,575.46,4.883
22/12/2015,566.35,576.8,4.845
21/12/2015,566.9,577.73,4.851
18/12/2015,568.18,578.85,4.853
17/12/2015,577.11,586.47,4.854
16/12/2015,572.55,583.97,4.868
15/12/2015,568,582.28,4.869
14/12/2015,562.22,579.42,4.89
11/12/2015,563.43,578.01,4.868
10/12/2015,561.04,572.5,4.881
9/12/2015,565.2,574.54,4.887
8/12/2015,574.15,584.85,4.882
7/12/2015,563.62,575.34,4.865
4/12/2015,571.62,582.96,4.842
3/12/2015,574.38,585.23,4.842
2/12/2015,574.42,583.94,4.843
1/12/2015,570.41,579.06,4.826
30/11/2015,573.2,581.94,4.826
27/11/2015,582.86,590.59,4.814
26/11/2015,590.4,598.04,4.815
25/11/2015,595.7,602.67,4.812
24/11/2015,593.83,600.21,4.8
23/11/2015,599.99,606.93,4.809
20/11/2015,604.46,611.16,4.811
19/11/2015,601.9,609.05,4.834
18/11/2015,603.34,612.25,4.836
17/11/2015,605.05,614.39,4.837
16/11/2015,609.21,619.14,4.828
13/11/2015,611.27,622.34,4.828
12/11/2015,605.58,614.39,4.846
11/11/2015,603.53,612.71,4.873
10/11/2015,605.27,614.56,4.865
9/11/2015,610.66,619.44,4.843
